,title,title_label,description,description_label
14, 년 우정 기념하며 미래 협력 강화 다짐,1, 코로나 이후 첫 대면 교류로 이뤄진 이번 기념식에서 두 도시는 비전을 공유하며 미래 협력 방향성을 논의했다 숨골공원에서 진행된 기념식수 행사에서는 우정의 등나무 를 심으며 지속적인 협력의 상징을 세웠다 ,1
15, 백신 불신론자 장관 임명 후폭풍 바이오 대장 약세,0,케네디 주니어는 코로나 팬데믹 이전부터 소아 백신 사용이 자폐증 등을 유발한다고 주장하고 언론 인터뷰에서 안전하고 효과적인 백신은 없다 고 말하는 등 대표적인 백신 불신론자로 꼽힌다 케네디 ,1
16,하나투어 비자신청센터 개소 주년 기념 워크샵 진행,0,하나투어는 년 이후 중단되었던 워크숍을 올해 재개했으며 코로나 이후 활발한 영업 활동으로 특히 이번 우수사원들은 코로나 확산이라는 어려운 시기에도 성실하게 근무한 공로를 높게 평가받았다 ,1
17, 항 필 제 사 항생제는 필요할 때만 제대로 사용해요 ,0,세계보건기구 는 년 항생제 내성을 인류가 당면한 대 공중보건 위협으로 선정했고 코로나 이후 또한 세계보건기구는 올해 월 세계적으로 코로나 팬데믹의 영향으로 많은 항생제가 사용됐음을 보도하며 ,1
18,대한캠핑장협회 캠핑산업 벤치마킹 일본연수과정 제 기 연수생 모집,0, 코로나 펜데믹 이후 국민여가관광산업으로 각광을 받게 된 캠핑관광산업이 새롭게 떠오르는 창업 아이템으로 부각되면서 캠핑장창업의 뜨거운 열풍이 불었고 현재는 전국 여 캠핑장이 성업을 이루고 있다 하지만 ,1
19, 인가구 는 인 생활에 만족 가장 큰 걱정거리는 ,0,이는 코로나 이후 방역 지침이 완화되면서 일상생활과 여행 등이 자유로워진 데 따른 영향으로 해석된다 인생활 걱정거리 자료 경영연구소 경영연구소는 지난 월 일부터 일간 전국 주요 도시에 개월 ,1
20,제자리 찾아가는 이스타 여객 수 톱 위협,0,앞서 이스타항공은 코로나 팬데믹이 항공업계를 덮쳤을 당시 경영난으로 기업회생 절차에 들어갔다 이후 사모펀드 파트너스에 인수되며 지난해부터 항공운항증명 를 재발급받고 다시 비행기를 띄울 수 ,1
21,한일불교문화교류협 여성부 제 차 교류 무 오이 김치로 화합 담 ,0, 코로나 펜데믹 시기를 제외하고 매년 꾸준히 양국을 오가는 교류를 이어왔으며 올해로 차를 맞이했다 또 역시 코로나 거리 두기 제한 시기를 제외하고 올해까지 년째 이어져 왔다 올해 초 월 일에는 부산 ,1
22, 파트너스 일 일본 도쿄서 연차총회 개최,0, 년 상해 년 서울 년 도쿄에서 개최했고 년과 년에는 코로나 팬데믹 때문에 온라인 화상회의로 진행됐다 년과 년에는 서울에서 개최됐다 연차총회에선 파트너스의 주요 투자 및 회수 ,1
23,중기중앙회 카카오뱅크 노란우산 가입대행 ,1, 코로나 이후 내수경기 악화로 인해 폐업이 급증하는 등 소상공인들이 어려움을 겪는 가운데 이번 협약으로 보다 많은 소상공인이 카카오뱅크를 통해 노란우산에 가입할 것으로 기대된다 정윤모 중기중앙회 ,1
24, 벼락거지 면하려다 진짜 거지 될 판 영끌족 백기,0, 코로나 팬데믹 당시 집값 상승으로 영끌 영혼까지 끌어모아 대출 을 통해 주택을 사들였던 젊은층이 고금리에 부담감을 느껴 다시 집을 판 것으로 분석된다 일 통계청이 발표한 년 ,1
25,영광군 야구소프트볼협회 고향사랑기부 동참,1,스포츠 메카 도시 위상을 드높이고자 무등기 야구대회 영광 한빛 리그 등 사회인 야구 대회를 유치해 생활체육 활성화에 기여하고 있는 영광군 야구소프트볼협회는 코로나 시기에는 만매의 마스크를 기탁하고 동해안 ,1
26,영광군 야구소프트볼협회 고향사랑기부 동참 했어요 ,1,스포츠 메카 도시 위상을 드높이고자 무등기 야구대회 영광 한빛 리그 등 사회인 야구 대회를 유치해 생활체육 활성화에 기여하고 있는 영광군 야구소프트볼협회는 코로나 시기에는 만매의 마스크를 기탁하고 동해안 ,1
27,디지털 시대에 현금 사용 권장하는 호주 수표는 년 이내 폐지,0,한편 전세계적으로 현금 사용이 코로나 팬데믹이 시작된 후 감소하고 있는 가운데 일부 유럽 국가에서는 특정 기업과 기관에서 지속적으로 현금을 수락하도록 의무화했다 미국과 뉴질랜드를 포함한 다른 나라들도 같은 ,1
28,센터 앞마당에 모래놀이터 텃밭 꾸미는 데 힘 보태줬으면 ,0, 코로나 이후 아이들이 혼자 지내는 시간이 길어지며 공동작업을 힘들어하고 실내 활동이 늘어나다 보니 운동량이 부족해지고 사소한 다툼이 잦아지는 등 여러 문제점들이 발생하고 있습니다 이에 아이들이 공동 활동과 ,1
29, 새로운 년 소상공인 성장사다리 구축할 것 ,1,이어 신용카드 수수료 인하 상가임대차 보호 소상공인 생계형 적합업종 특별법 제정과 코로나 피해 손실보상 소상공인기본법 제정에 이르기까지 소상공인 권익 보호를 위한 다양한 노력으로 소상공인들의 굳건한 ,1
30, 싸다고 자꾸 가더니 한일노선 승객수 만명 돌파 사상 최다 ,0,이는 또 종전 최고 기록인 코로나 사태 직전 년의 연간 한일노선 이용객 수 만명 까지 단 만 명만 남긴 것으로 월 승객 수를 합치면 최고 기록을 훌쩍 넘어설 것으로 관측된다 항공업계는 ,1
31, 만병통치약 아닙니다 항생제 내성 오남용부터 막아야,0, 코로나 이후 전세계 항생제 사용이 증가함에 따라 항생제 내성 문제가 확대될 것을 우려해 최근 국제사회에서도 각국의 항생제 내성 예방관리 강화를 촉구하고 있다 특히 올해 월에 열린 총회에서는 항생제 ,1
32,전남대 환경관리직 노조 폐지 모아 년째 장학금 기부,1,십시일반 모은 성금을 더해 년째 기부를 이어오고 있다 특히 코로나 가 한창이던 년에는 학생 사랑 생활지원금 모금 캠페인 에 백만 원을 추가로 기부하는 등 학비 부담이 힘겨운 학생들을 돕는데 앞장서 왔다 ,1
33, 국민 중심 의료개혁 연대회의 공식 출범 국민 중심으로 한국의 ,1,연대회의는 저출생 초고령화 와 같은 인구 구조의 문제 코로나 를 거치며 크게 문제시되고 있는 기후재난 그리고 지역소멸 대응을 위해 어느 때보다 우리 의료체제에 대한 근본 변화가 필요하다는 목소리가 높아지고 ,1
34,생계난 내몰린 주민들 눈물 머금고 도시 농촌으로,1,한편 소식통은 도시에는 여전히 하루하루 근근이 살아가는 주민 세대들이 많은데 대부분 자식이 농촌에서 평생 썩게 될 수도 있다는 우려에 악착같이 버티고 있다 며 요즘 상인들은 제발 코로나 이전으로 ,1
35,대한캠핑장협회 캠핑산업 벤치마킹 일본연수과정 기 연수생 모집 중,0, 코로나 펜데믹 이후 국민여가관광산업으로 각광을 받게 된 캠핑관광산업이 새롭게 떠오르는 창업 아이템으로 부각되면서 캠핑장 창업의 뜨거운 열풍이 불었고 현재는 전국 여 캠핑장이 성업을 이루고 있다 이번 ,1
36, 무비 시혜와 권리 사이 장애인야학의 현주소를 조명하다,0,이야기 코로나 의료공백 정유엽군 아버지 어머니 가 평화 연습 에는 소성리 국가폭력의 시간들 이 수록되어 있다 원전 말고 사람 과 소성리 국가폭력의 시간들 은 옴니버스 전체 구성에서 각각 열고 닫는 ,1
37, 박주영 칼럼 소상공인 당면 이슈와 해결방안,0,특히 코로나 팬데믹 이후 회복이 더딘 상황에서 고금리로 인한 부담은 경영 환경을 더욱 어렵게 만들고 있다 이에 대한 대응책으로 금융지원을 확대하고 이자 부담을 경감해야 한다 즉 소상공인들에게 낮은 금리의 ,1
38,대한캠핑장협회 캠핑산업 벤치마킹 일본연수과정 제 기 연수생 모집,0, 코로나 펜데믹 이후 국민여가관광산업으로 각광을 받게 된 캠핑관광산업이 새롭게 떠오르는 창업 아이템으로 부각되면서 캠핑장 창업의 뜨거운 열풍이 불었고 현재는 전국 여 캠핑장이 성업을 이루고 있다 이번 ,1
39,내년 호텔 매매시장 커진다,1, 코로나 시대를 거치면서 호텔 매매가 크게 늘어났다 올해 호텔 실적이 크게 증가했지만 코로나 등 외부요인에 크게 영향을 받는 호텔의 불안정한 경영에서 벗어나기 위해 기업들이 매각을 결정한 것으로 보인다 ,1
40, 더벨 하나캐피탈 인니 리테일 영업 확대 드라이브 ,0,시나르마스하나파이낸스는 코로나 팬데믹으로 정상적인 소매금융 영업이 사실상 불가능했다 그러나 년 초 군부 쿠데타가 발생했고 코로나 팬데믹도 겹치면서 이중고를 겪었다 인도네시아법인과 마찬가지로 ,1
41,전남대 환경관리직 노조 폐지 모아 년째 기부,1,특히 코로나 가 한창이던 년에는 학생 사랑 생활지원금 모금 캠페인 에 백만 원을 추가로 기부하는 등 학비 부담이 힘겨운 학생들을 돕는데 앞장서 왔다 김미정 지회장은 환경관리를 하며 힘들 때도 있지만 ,1
42,한의대에 안부를 묻다 ,0, 기 전한련을 시작하며 가장 큰 고민은 코로나 로 인해 축소되었던 전한련의 행사와 업무를 어떻게 다시 활성화할 것인가였다 전한련에서 주최하는 가장 큰 행사인 행림제 를 개최하자는 의견도 있었지만 예산 등의 ,1
43,하동군 청소년 문화교류단 중국 장자제시 방문,0,하승철 군수는 코로나 로 중단된 교류가 재개된 것에 큰 의미를 둔다 면서 청소년들이 이를 통해 다양한 문화와 세계를 경험할 수 있기를 기대한다 고 말했다 내년 상반기에는 장자제시 청소년들이 하동군을 방문해 ,1
44,한국불교문화사업단 년 한국전통사찰순례 차 회향식,1, 년 해인사에서 순례를 시작해 코로나 사태로 년 만에 순례를 마친 일본인 회향자 후타바 가즈고 씨는 순례를 통해 맺은 인연에 감사를 전하고 순례에 재참여하고 싶다는 소감을 밝혀 박수를 받았습니다 사업단 ,1
45,내수 부진에 판매직 만 명 급감 팬데믹 수준 감소,0, 스카이데일리 내수 부진의 영향으로 판매직의 고용 환경이 코로나 팬데믹 수준으로 다시 악화한 코로나 기간인 년 만 명 과 년 만 명 과 견줄 수 있는 수준의 감소 폭이기도 하다 년 ,1
46,김성은 목사의 천하보다 귀한 생명 탈북민 구출과 복음 통일의 비 ,1,복음이 한반도를 변화시키는 핵심입니다 코로나 이후의 도전과 하나님의 섭리 코로나 팬데믹은 김 목사의 사역에 새로운 도전을 가져왔다 중국 정부는 반간첩법을 시행하며 탈북민을 돕는 사람들을 간첩으로 ,1
47,선진국 약사는 일차보건의료의 중요 일원 한국약사는 뭘하지 ,1,특히 코로나 팬데믹은 예방과 건강 관리 중심으로 의료 패러다임을 변화시키며 약사가 지역사회와 일차보건의료에서 수행할 수 있는 역할을 새롭게 조명하는 계기가 되었다 년 보고서에 따르면 ,1
48,갑자기 휴지 건네 당황했는데 음식점 사장 울린 손님의 메시지,0,그는 코로나 팬데믹 이후 끝을 모르고 치솟는 물가 때문에 부담됐다 며 원으로 시작해 년 후 원 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 이르렀다 고 말했다 이어 ,1
49,다 쓴 커피캡슐 우체통에 넣으면 재활용 해드려요,0,국내 캡슐커피 시장 규모는 현재 억원 이상으로 추정되는데 코로나 유행을 기점으로 시장이 네 배 넘게 커졌다 캡슐 커피를 찾는 소비자가 늘면서 폐캡슐도 늘고 있지만 체계적인 재활용 체계가 갖춰져 있진 ,1
50,전남대 환경관리직 노조 폐지 모아 장학금 기부,1,십시일반 모은 성금을 더해 년째 기부를 이어오고 있다 특히 코로나 가 한창이던 년에는 학생 사랑 생활지원금 모금 캠페인 에 백만 원을 추가로 기부하는 등 학비 부담이 힘겨운 학생들을 돕는데 앞장서 왔다 ,1
51,새로운 장르 다양한 플랫폼에 뜨거웠던 지스타 ,1, 주년을 맞은 한국 대표 게임전시회 지스타 가 코로나 이후 가장 많은 현장 관람객을 불러모으며 마무리됐다 지스타 조직위원회에 따르면 일 부산 벡스코에서 열린 지스타 에 일간 총 ,1
52,전남대 환경관리직 노조 폐지 모아 년째 기부,1,십시일반 모은 성금을 더해 년째 기부를 이어오고 있다 특히 코로나 가 한창이던 년에는 학생 사랑 생활지원금 모금 캠페인 에 백만 원을 추가로 기부하는 등 학비 부담이 힘겨운 학생들을 돕는데 앞장서 왔다 ,1
53, 아시아라운드업 일대일로 빚더미 라오스 물가 급등,0, 라오스 물가는 코로나 팬데믹 대유행 이후 치솟기 시작했고 년 우크라이나 전쟁 발발로 고삐가 풀렸음 특히 쌀 설탕 기름 닭고기 같은 생활필수품 물가가 지난해 약 배로 오르면서 일반 가계는 생계에 큰 ,1
54,전 세계에 부는 지지층 이탈 현상,0, 년부터 불거진 전 세계 고물가 현상은 멀게는 년 세계 금융 위기 이후 각국서 꾸준히 진행한 양적완화의 결과라고 할 수 있고 가깝게는 년 코로나 백신 개발 이후 진행된 단계적 일상 회복의 여파라고 할 수 ,1
55,숙명여대 스타트업 소노럭스헬스테크 공기 중 바이러스 감지 기술로 중 ,0, 코로나 인플루엔자 등 생활 공기 중의 바이러스 위험도를 측정해 스마트폰으로 제공한다 이를 통해 각종 질병을 미리 예측하고 대응할 수 있어 감염 취약 계층을 보호하고 공공보건을 향상하는 데 크게 기여할 것으로 ,1
56,전북대 주거환경학과 대한민국 주거복지문화대상 수상,1, 코로나 로 운영에 어려움을 겪은 완주 삼례문화예술촌 유휴공간에 전통성을 강화한 전시 및 지역 예술인 주거 공간을 만들어 호평을 받았다 최병숙 전북대 주거환경학과장은 지역 사회에 실질적인 도움을 줄 수 있는 ,1
57, 울산 수출 중견기업들 특정 품목 국가에 집중해 경쟁력 확보 ,1,이후 글로벌 교역둔화 년 시기까지 지속적인 감소세를 보였고 년 코로나 팬데믹 때도 감소했으나 년에는 높은 증가율을 보이며 다시 회복했다 울산은 자동차 석유제품 선박 등 대 품목의 ,1
58,석산지역주택조합 비대위 주장 근거 없다 ,0,또 전쟁 코로나 등 국제 정세 불안정 여파로 공사비가 증가한 것은 우리나라 대부분의 건설 관련업에서 발생했다 라면서 그 중 사업이 지체되거나 중단되는 일도 있었다 그에 반해 우리 조합은 대다수 조합원의 ,1
59,전남대 환경관리직 노조 폐지 모아 년째 기부,1,십시일반 모은 성금을 더해 년째 기부를 이어오고 있다 특히 코로나 가 한창이던 년에는 학생 사랑 생활지원금 모금 캠페인 에 백만 원을 추가로 기부하는 등 학비 부담이 힘겨운 학생들을 돕는데 앞장서 왔다 ,1
60, 가격 올라도 괜찮다 손님이 휴지에 써 전한 진심 사장 울렸다,1,하지만 코로나 이후 계속되는 물가 상승으로 추가 가격 인상이 불가피한 상황에 직면했다 그러나 씨는 코로나 만큼 어쩌면 그보다 더 힘든 시기를 겪고 있는 것 같다 면서도 우리가 진심으로 고민하고 ,1
61,정동혁 의원 경기관광공사 년 전 마스크 착용 사진 활용 홍보 지적,0,이어 코로나 가 유행했던 년 전 사진들도 활용하다 보니 마스크를 쓴 사진도 많이 있다 며 해당 게시물은 계절별 여행 욕구를 불러일으키는 현장감 있는 홍보 콘텐츠라기에는 무리가 있다 고 지적했다 특히 ,1
62,화천군 수능 힐링 콘서트 재개,1,그러나 이듬해부터 코로나 펜데믹의 영향 등으로 콘서트가 열리지 못해 지역 청소년들의 아쉬움이 컸다 화천군 역시 오랜만에 열리는 콘서트인만큼 완벽한 공연을 위해 준비에 각별한 정성을 쏟고 있다 이 밖에도 ,1
63, 년 대 게임체인저 기술 세계 대 강국 으로 비상한다 ,0, 첨단바이오 의 파급력은 코로나 를 경험하면서 전 세계가 체감했다 모더나 회사가 코로나 백신을 단기간에 대량 생산할 수 있었던 것도 대표적인 첨단바이오 기술인 합성생물학 덕분이었다 우리나라도 ,1
64,허민회가 돌아온다 그룹 오늘 임원 인사 발표 유력,0,또 허 대표는 년 대표로 취임하면서 코로나 시국에 큰 어려움에 처했던 를 다시 반석 위로 올렸다는 대내외 평가를 받고 있기도 하다 재무 및 기획 능력이 뛰어나 가는 곳마다 해결사 역할을 했던 ,1
65,애경그룹 정기임원인사 단행 고준 홀딩스 대표 선임,1,특히 년 월에는 코로나 팬데믹 영향으로 어려움에 처한 플라자 대표로 옮겨 과감한 변화를 이끌면서 플라자 홍대점을 콘셉트 변화를 통해 정상궤도에 올려놓는 등 최근까지 플라자의 위기 극복을 위한 ,1
66, 년 항생제 사용 처방 증가,0, 코로나 이후 전세계 항생제 사용이 증가함에 따라 지난 월 총회에서 채택한 항생제 내성에 관한 정치 세계보건기구는 올해 월 세계적으로 코로나 팬데믹의 영향으로 많은 항생제가 사용됐다면서 향후 항생제 ,1
67, 재정준칙 꺼낸 나랏돈 잘 쓰려면 법제화해야 ,1,문재인 정부 때인 년 당시 홍남기 경제부총리가 관련 법안을 냈지만 여당이던 민주당의 반발로 무산됐다 코로나 상황에서 확장 재정이 필요하다는 이유였다 이후 재정준칙 문제는 년 가까이 국회에서 표류 중이다 ,1
68,하나투어 비자신청센터 개소 주년 기념 워크숍 진행,0, 코로나 이후 활발한 영업 활동으로 비자신청센터 정상화에 앞장선 우수사원의 노고를 격려하기 위한 특히 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 하나투어는 ,1
69,전남대 환경관리직 노조 폐지 모아 년째 기부,1,십시일반 모은 성금을 더해 년째 기부를 이어오고 있다 특히 코로나 가 한창이던 년에는 학생 사랑 생활지원금 모금 캠페인 에 백만 원을 추가로 기부하는 등 학비 부담이 힘겨운 학생들을 돕는데 앞장서 왔다 ,1
70,전남대 환경관리직 노조 올해도 폐지 모아 장학금 기부,1, 코로나 가 한창이던 년에는 학생 사랑 생활지원금 모금 캠페인에 만원을 추가로 기부하는 등 학비 부담이 힘겨운 학생들을 돕는데 앞장서 왔다 이들의 누적 기부액은 만원에 달한다 정 총장은 우리 대학이 ,1
71,하나투어 비자신청센터 개소 주년 기념 워크샵 성료,0, 년 이후 중단되었던 워크숍을 올해 재개했으며 코로나 이후 활발한 영업 활동으로 비자신청센터 특히 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 하나투어는 ,1
72,하나투어 비자신청센터 주년 기념 워크숍 우수사원 포상도 진행,0, 년 이후 중단되었던 워크숍을 올해 재개해 코로나 이후 활발한 영업 활동으로 비자신청센터 정상화에 특히 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 ,1
73, 제주 경제 지탱 감귤 산업에 덮친 기후변화 위기 르포 ,0,이는 년 전인 년 코로나 사태로 온라인으로 진행된 수출 상담회 대비로는 배 이상의 계약 성과다 이날 감귤 재배 관련 자율화 농기계 첨단 농자재 등이 전시된 부스엔 농민들과 감귤따기 체험 요가 등 ,1
74,숙명여자대학교 스타트업 소노럭스헬스테크 공기 중 바이러스 감지 기 ,0, 코로나 인플루엔자 등 생활 공기 중의 바이러스 위험도를 측정해 스마트폰으로 제공한다 이를 통해 각종 질병을 미리 예측하고 대응할 수 있어 감염 취약 계층을 보호하고 공공보건을 향상하는 데 크게 기여할 것으로 ,1
75,전남대 환경관리직 노조 폐지 모아 년째 기부,1,십시일반 모은 성금을 더해 년째 기부를 이어오고 있다 특히 코로나 가 한창이던 년에는 학생 사랑 생활지원금 모금 캠페인 에 백만원을 추가로 기부하는 등 학비 부담이 힘겨운 학생들을 돕는데 앞장서 왔다 ,1
76, 세계는 지금 세계 시장 흔드는 트럼프의 나쁜 선택 ,1,케네디 주니어는 코로나 유행 이전부터 백신 사용이 자폐증 등을 유발한다고 주장하며 백신 반대 로비 활동을 펼쳤던 인물이다 미국 코로나 대응을 이끈 앤서니 파우치 전 국립 알레르기 전염병연구소 ,1
77, 특징주 바이오사이언스 년 내 최저가 찍고 소폭 반등,0,이지원 흥국증권 연구원은 년 연결기준 매출은 억원 전년 대비 상승 연결 영업손실 억원으로 전망한다 며 코로나 수요 급감에 따른 영업 적자는 당분간 불가피하다 고 내다봤다 ,1
78, 힘내세요 사장님 울린 손님의 휴지 한 장 뭐였길래 ,1, 인 샤부샤부 전문점을 년째 운영 중이라고 밝힌 씨는 제 영업 목표는 저렴한 가격에 질 높은 음식으로 손님 배가 부르게 하는 것 이라며 하지만 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담이 됐다 고 운을 ,1
79,서울교통공사 중국인 모이면 빌런들 종종 발생 ,1,있다 면서 코로나 이후 외국인이 지하철을 많이 이용하고 있으므로 외국인 안내방송을 더 많이 송출할 수 있도록 요청의 민원이 접수되고 있는 현실 이라고 설명했습니다 이어 중국어보다는 중국인은 명 이상 모이면 ,1
80,서귀포시 일본 가라쓰시 자매결연 주년 기념행사 미래협력 강화 ,1,이번 행사는 코로나 이후 두 도시 간 첫 대면 교류로 양 도시의 우정을 되새기고 미래 협력 방안을 논의했다 환영식에서 두 도시의 교류 역사를 되돌아보며 오랜 우정을 확인했고 기념식에서는 비전을 공유하며 미래 ,1
81,하나투어 비자신청센터 개소 주년 기념 워크숍 개최,0, 년 이후 중단됐던 워크숍을 올해 재개했으며 코로나 이후 활발한 영업 활동으로 비자신청센터 특히 이번 우수사원들은 코로나 라는 힘든 시기에도 성실하게 근무한 공로를 높게 평가받았다 하나투어는 년 ,1
82,질병청 항생제는 필요할 때만 제대로 사용해요 ,0,앞서 세계보건기구 는 년 항생제 내성을 인류가 당면한 대 공중보건 위협으로 선정했고 코로나 또한 세계보건기구는 올해 월 세계적으로 코로나 팬데믹의 영향으로 많은 항생제가 사용 코로나 ,1
83,애경그룹 전략통 고준 홀딩스 대표이사 선임,0,고 신임 대표는 년 월 코로나 팬데믹 영향으로 어려움에 처한 플라자 대표이사로 자리를 옮겼다 이후 그는 플라자 홍대점을 컨셉 변화로 정상궤도에 올려놓는 등 최근까지 위기 극복을 위한 발판을 ,1
84,애경그룹 홀딩스 대표이사에 고준 플라자 대표,1,그는 지난 년 월 코로나 팬데믹 전염병의 세계적 대유행 영향으로 어려움에 부닥쳐 있던 플라자 대표이사로 옮겨 홍대점의 변화를 이끌었다는 평가를 받는다 플라자 대표이사에는 이강용 플라자 ,1
85,일반인 명 중 명이 항생제 잘못 이해 내성 심각성 인지해야 ,0, 코로나 이후 전세계 항생제 사용이 증가하면서 국제사회에선 각국의 항생제 내성 예방관리 강화를 촉구하고 있다 세계보건기구 의 지난 월 발표에 따르면 코로나 입원환자 중 항생제가 필요한 사례는 임에도 ,1
86,고물가에 가격 올린 식당 주인 손님이 건넨 휴지에 적힌 글 반전 ,0,하지만 코로나 이후 끝을 모르고 치솟는 물가 때문에 부담이 됐다 며 원으로 시작해 년 후 원을 인상했고 이를 유지해 오다가 지난해 가을부터 원을 더 인상해야 할 지경에 이르렀다 고 토로했다 이어 ,1
87,숙명여대 스타트업 소노럭스헬스테크 공기 중 바이러스 감지 기술로 중 ,0, 코로나 인플루엔자 등 생활 공기 중의 바이러스 위험도를 측정해 스마트폰으로 제공한다 이를 통해 각종 질병을 미리 예측하고 대응할 수 있어 감염 취약 계층을 보호하고 공공보건을 향상하는 데 크게 기여할 것으로 ,1
88,연속성 잃은 울산 언양 봉계한우불고기축제 정상화 모색,0, 년부터 시작돼 매년 울주군 언양과 봉계지역에서 번갈아 가며 격년제로 열리던 한우불고기축제는 아프리카돼지열병 확산 년 과 코로나 확산 년 등 외부 영향으로 일정 기간 개최되지 못했다 년 년 ,1
89, 신임 헬스케어 수장의 탈규제 키워드,0,그는 제약사들이 과도한 코로나 백신 판매로 과도한 이익을 취했다고 주장해 왔다 최근 화이자 모더나 그 역시 트럼프와 마찬가지로 말라리아 치료제 일명 하이드록시클로로퀸 가 코로나 에 효과적 이라고 ,1
