,title,title_label,description,description_label
43,지역 책임의료기관 부재 곳 필수의료 공백 우려,0,및 코로나 팬데믹 기간에 의료인력 소진 을 경험했고 이후 인력 유출이 재정 악화로 이어지는 점 공익적 목적 실현을 위해 지방공사의료원에서 지방의료원으로 전환했으나 여전히 독립채산제 원칙을 고수하며 ,0
44, 미국 없는 세상 향해 혼돈의 열차 출발한다,0,유럽은 코로나 의 긴 터널에서 여전히 빠져나오지 못한 상태다 유럽연합 개 회원국이 단일 대오를 형성해 하지만 코로나 대유행과 누적된 공급 과잉으로 년부터 중국 부동산 경기는 급격히 얼어붙었다 급격한 ,0
45,대원제약 펠루비 매출 비중 투자도 지속,0,진해거담제 제품은 코로나 팬데믹을 기점으로 매출이 배 이상 급등한 이후 상승세를 지속하는 중이다 진해거담제 매출은 년 억원에서 지난해 억원까지 늘어났다 올해 분기 누적 매출도 억원으로 ,0
46, 이노엔 한국로슈 인플루엔자 치료제 타미플루 국내 공급계약 체결,1, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0
47, 알바 대신 사장이 직접 뛴다 청년 판매직 고용 한파,0,안지혜 기자 판매직 일자리가 코로나 팬데믹 때 수준으로 다시 악화했다고요 기자 그렇습니다 통계청에 따르면 올 들어 월까지 평균 판매 종사자는 만 천 명으로 지난해 같은 기간보다 만 명 줄었습니다 ,0
48, 이노엔 타미플루 국내 유통 담당,0, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자의 유통 및 ,0
49,의료농단 극복을 위한 성공적 개원 경영 전략 경기도의사회와 함께 ,1,경기도의사회 학술대회는 년부터 코로나 사태로 인해 실시간 온라인 방식으로 진행해 왔으며 년에는 여 명 년 월 제 차 학술대회에는 약 여 명의 회원이 참석하면서 성황리에 개최되었다 ,0
50,맨체스터 유나이티드 바이에른 뮌헨 트레블 여전히 노린다 분데 ,1,당시 고레츠카는 코로나 바이러스로 리그가 중단됐을 때 벌크업으로 근육을 키운 후 환골탈태했다 뮌헨에서 년을 뛴 고레츠카는 이번 시즌 주전 경쟁에서 밀려났다 그는 경기 골에 머물러 있다 출전 시간은 ,0
51,중국 첨단 스텔스 전투기 선보인 주하이 에어쇼 폐막,0,미국 보잉 유럽의 에어버스 등 개국 개 외국 기업이 에어쇼에 참석해 코로나 팬데믹이 여전했던 년보다 배 이상 늘었다 주하이 에어쇼는 전체 전시 면적이 만 로 이중 드론 전시장이 만 를 ,0
52, 이노엔 한국로슈와 타미플루 국내 공급계약,0, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0
53, 글로벌 게임 매출 년 뒤 조 규제로 위협받을 수도 ,1,채호형 삼일 파트너는 코로나 이후 다소 주춤하는 게임 업계의 최근 인수합병 사례를 공유했다 장용석 삼일 이사는 본사와 거래하는 해외 관계사가 독립적인 사업자일 경우와 단순 지원자일 경우로 ,0
54, 국장 망해도 미장으로 벌었다 폭락장에도 증권사들 웃는 이유,0,대형 증권사 한 관계자는 코로나 이전만 해도 증권사들은 해외주식 투자 사업에 대해 반신반의하는 분위기였지만 이제는 주요 수익원 한축이자 침체된 국내 증시 상황에서 집중해야 하는 비지니스모델 이라면서 ,0
55,전북대 주거환경학과 대한민국 주거복지문화 대상 수상,1,특히 코로나 로 운영에 어려움을 겪고 있던 삼례문화예술촌을 리뉴얼 하기 위해 진행된 프로젝트는 완주군의 의뢰로 진행된 것으로 전북대 주거환경학과는 이곳의 유휴공간을 지역 문화 활성화와 예술인의 주거안정을 ,0
56,최대 규모 성료한 지스타 글로벌 게임사 참여 숙제 남겨,0,하지만 이번 지스타에는 일간 실내외 부스에 약 만 천명이 방문한 것으로 파악되어 전년의 약 만 천명을 뛰어넘어 코로나 이후 최다 기록을 세웠다 두 개의 전시장으로 나뉘어 운영된 관에서는 직접 ,0
57, 이노엔 독감 치료제 타미플루 국내 공급 계약 체결,0, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0
58, 시론 우리를 살아남게 하는 것,1,차별과 혐오를 조장하는 우익이 극성한 가운데 한바탕 코로나 바이러스가 인류를 위협한 뒤로 사람들은 더욱 비관주의로 흘러가는 양상이다 인류는 특정 계층이 아닌 인류 전체의 절멸 가능성을 경험했다 기후위기의 ,0
59,건설 불황 속 승승장구 정몽진 회장 승부수 통했다 ,0,그 결과 년 코로나 이후 리오프닝에 따라 산업 전반에 걸쳐 실리콘 수요가 늘어나면서 창사 이래 최대 매출액과 영업이익을 기록했다 그러나 지난해 글로벌 경기 침체 영향으로 실리콘 가격이 하락하면서 ,0
60,내수침체 고용 한파 올 판매직 만명 줄었다,1,상황이 코로나 팬데믹 수준으로 다시 나빠진 것으로 나타났다 판매직에 대한 고용 한파가 청년층 코로나 가 한창이던 년 만 명 과 년 만 명 다음으로 많다 판매 종사자는 온라인 상거래 ,0
61, 항생제 필요할 때만 제대로 일반인 만 심각성 인식,0,세계보건기구 는 지난 월 코로나 입원환자 중 항생제가 필요한 사례는 임에도 환자의 가 항생제를 사용했다는 내용 등을 알리며 향후 항생제 내성의 위험이 더 커질 것에 대한 우려를 표했다 년에는 항생제 ,0
62,경기도의회 오석규 의원 경기도자비엔날레 격년제 내부 문제로 개최 ,0,오 의원은 경기도자비엔날레는 년부터 격년 주기로 개최해 왔고 심지어 코로나 시기에도 진행됐으나 년 개최 이후 년 미개최 년에 개최된 이유 를 질문했다 한국도자재단 최문환 대표이사는 당시 대표이사 ,0
63, 지스타 만 명 방문한 지스타 성공적 마무리 ,0, 코로나 이후 가장 많은 관람객이다 부스가 차려진 올해는 작년에 이어 역대 최대 규모며 확대된 규모만큼 다양한 참가사의 신작과 콘텐츠가 공개되며 지스타를 방문한 모두의 기대감을 불러일으켰다 벡스코 ,0
64, 푸드 신시장 필리핀을 가다 중독성 자랑하는 라면 고품질 파프리 ,1, 코로나 팬데믹 감염병 대유행 시기 집에 있는 시간이 늘며 시청 인구가 늘었고 한국 드라마가 필리핀 전역에서 인기를 끌었다 한류에 대한 관심은 이제 한식과 푸드로 향하고 있다 필리핀에서 년 ,0
65,정철 나무기술 대표 중소기업 기술 경영 혁신대전 장관 표창 수 ,1,특히 질병관리청의 코로나 확진자 데이터 분석 시스템 구축을 통해 공공 부문의 데이터 관리 기반을 마련하는 데 중요한 역할을 했다 또한 메타클라우드 기술을 적용한 스페로 는 멀티 하이브리드 클라우드를 ,0
66,벡스코에 만명 북적북적이더라니 불법 촬영 카메라 따라다녔다,0, 는 국내 최대 게임 전시회로 올해 회를 맞았다 주최측 추산으로 올해는 지난 일부터 나흘간 부산 벡스코에 총 만 여명이 다녀가 코로나 이후 최다 관람객을 동원했다 ,0
67,나무기술 중소기업 기술 경영 혁신대전 장관 표창,0,특히 질병관리청의 코로나 확진자 데이터 분석 시스템 구축에 중요한 역할을 하여 공공 부문의 데이터 관리 기반을 마련하는 데 기여했다 또한 나무기술은 스페로 라는 메타클라우드 기술을 적용한 ,0
68, 혁신상 특집 집에서 진료 끝 오티톤 메티컬 체온계 하나 ,0,이 제품은 김재영 대표가 코로나 로 인해 베트남에서 거주할 당시 의료 접근성의 한계를 경험하면서 필요성을 느꼈고 그 경험이 제품 개발의 동기가 되었다 또한 오티톤 메디컬은 일본 미국 실리콘밸리 등 다양한 ,0
69,내수부진 고용한파 판매직 만명 급감 늘어나는 감소폭,0,내수 부진이 길어지면서 판매직 고용 상황이 코로나 팬데믹 수준으로 다시 악화한 것으로 나타났다 판매직 고용 한파는 특히 청년층에 집중된 것으로 나타나 고용시장 활력 저하 우려가 커지고 있다 일 ,0
70, 이노엔 한국로슈 타미플루 국내 공급계약 체결,1, 코로나 팬데믹으로 발병률이 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되며 독감치료제 시장은 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 공동판매에 이어 ,0
71,전북대 주거환경학과 대한민국 주거복지문화 대상 수상,1,특히 코로나 로 운영에 어려움을 겪고 있던 삼례문화예술촌을 리뉴얼 하기 위해 진행된 프로젝트는 완주군의 의뢰로 진행된 것으로 전북대 주거환경학과는 이곳의 유휴공간을 지역 문화 활성화와 예술인의 주거안정을 ,0
72, 제약바이오 이노엔 로슈 독감 치료제 타미플루 국내 유통사 선 ,0, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자의 유통 및 ,0
73,단순 감기인 줄 알았는데 영유아 치명적 위험 유발 질환 확산,0,이와 같은 유행 상황은 코로나 로 백신 접종률이 낮아진 여파로 분석된다 백일해는 전 세계적으로 확산되고 있는데 미국에서는 만여 명의 환자가 발생했고 영국은 영아 명이 사망했으며 프랑스에서도 만명 ,0
74,한의학연 한약 만성 코로나 후유증 완화 효능 확인,0,만성 코로나 증후군에 대한 한약 후유증 완화 효능을 확인했다고 일 밝혔다 보중익기탕 경옥고 연구팀은 명 만성 코로나 증후군 환자를 대상으로 임상 연구를 진행했다 환자들은 각기 다른 한약인 보중익기탕 ,0
75, 주년 지스타 만명 다녀갔다 코로나 이후 최대 규모,0,국제게임전시회 지스타 가 뜨거운 관심 속에 일간의 대장정을 마무리하고 막을 내렸다 나흘 간의 행사 기간동안 총 만 천명 이상이 벡스코 현장을 방문한 것으로 확인됐다 한국게임산업협회가 주최하고 ,0
76, 년 월 일 항공리포트,1,올해는 공사 주관으로 코로나 이후 년 만에 첫 대면회의를 진행했습니다 각 공항 대표들은 공항의 미래 라는 주제로 인공지능 스마트 디지털기술 등 차 산업시대 공항의 ,0
77,이민근 안산시장 옌타이시 대표단 접견 과학기술 등 정책 협력,1,양 도시 간의 이번 대면 만남은 코로나 펜데믹 이후 처음으로 이루어졌다 시는 앞서 지난 년부터 총 일곱 차례의 청소년 국제문화교류사업을 추진 양 도시 청소년들의 글로벌 비전 향상을 위한 현지 청소년 교류 및 ,0
78,한의학 코로나 후유증 완화에 보중익기탕 등 효과 ,0,한국한의학연구원 한의학연 은 한약에 코로나 후유증 롱 코비드 의 주 증상인 피로와 인지기능 저하를 개선하는 효능이 있음을 확인했다고 일 밝혔다 코로나 후유증은 코로나 에 확진된 후 기침 가래 ,0
79, 이노엔 독감치료제 타미플루 국내 유통 맡는다,0, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감치료제 시장은 점차 성장하는 추세다 곽달원 이노엔 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 및 ,0
80,애경그룹 지주사 홀딩스 대표에 전략통 고준 플라자 대표 발탁,0, 코로나 팬데믹 시절 플라자 대표이사로 옮겨 과감한 변화를 이끌면서 플라자 홍대점을 컨셉으로 변화시켰다 이강용 플라자 대표이사는 년 플라자 옛 애경백화점 에 신입사원으로 입사한 후 바이어로 ,0
81, 이노엔 한국로슈 인플루엔자 치료제 타미플루 국내 공급,1, 코로나 팬데믹으로 발병률이 잠시 감소했으나 엔데믹 이후 년 넘게 독감 유행이 지속되면서 독감 치료제 시장은 점차 성장하는 추세다 이노엔 곽달원 대표는 지난해 인플루엔자 치료제 조플루자 의 유통 ,0
82, 코로나 감염 뒤 장시간 후유증 한약으로 완화 가능,0,신종 코로나 바이러스 감염증 코로나 에 감염된 후 주 이상 지났는데도 증상이 지속되는 만성 코로나 증후군 롱코비드 을 완화하는 데 한약이 효과가 있다는 연구결과가 발표됐다 한국한의학연구원은 ,0
83,질병관리청 항생제 내성 제고 위한 항 필 제 사 캠페인 운영 ,0, 코로나 이후 전세계 항생제 사용이 증가함에 따라 항생제 내성 문제가 확대될 것을 우려해 최근 또 는 올해 월 세계적으로 코로나 팬데믹의 영향으로 많은 항생제가 사용됐다고 보도하며 향후 항생제 내성의 ,0
84,전북대 주거환경학과 대한민국 주거복지문화 대상 수상,1,특히 코로나 로 운영에 어려움을 겪고 있던 삼례문화예술촌을 리뉴얼 하기 위해 진행된 프로젝트는 완주군의 의뢰로 진행된 것으로 전북대 주거환경학과는 이곳의 유휴공간을 지역 문화 활성화와 예술인의 ,0
85, 김성재 칼럼 트럼프의 편협한 인사 정책의 향배는,1, 코로나 팬데믹 당시에도 백신 강제 접종과 마스크 착용에 반대해 보수 진영과 트럼프에게 영향을 주기도 했다 정부가 공공건강 위기를 조장한다는 음모론을 신봉하기도 했다 하지만 의료전문가들은 케네디 세의 ,0
86,항생제 처방 중 부적절 질병청 항생제 내성 예방 수칙 당부 ,0, 코로나 이후 전세계 항생제 사용이 증가함에 따라 항생제 내성 문제가 확대될 것을 우려해 국제사회에서도 항생제 내성 예방 관리 강화를 촉구하고 있다 일반인 만 항생제 용도 이해 지침따른 처방 절반 ,0
87, 정기인사 임박 허민회 지주사 대표 내정설,1,이후 제일제당과 오쇼핑을 거쳐 년 대표에 올라 재무 구조를 개선했다 코로나 여파로 가 경영난에 처하자 허 대표는 년 월 대표이사로 투입돼 영화관 체질 개선에 나섰다 ,0
88,개인 투자자 몰려든 증시 투기 열풍에 들썩 ,0,지난 년 중국 증시 붕괴와 디지털화로 주식 살롱은 쇠퇴하기 시작했으며 신종 코로나 바이러스 감염증 코로나 팬데믹 여파로 이러한 오프라인 모임은 거의 자취를 감췄었다 그러나 최근 주식 시장 활황 속에서 ,0
89,내수부진 고용한파로 판매직 만명 청년층에 집중,0,내수 부진이 길어지면서 판매직 고용 상황이 코로나 팬데믹 수준으로 다시 악화한 것으로 나타났다 판매직 고용 한파는 특히 청년층에 집중된 것으로 나타났다 연합뉴스에 따르면 일 통계청 ,0
90,질병청 항생제 내성 예방 캠페인 항 필 제 사 운영,0, 는 년 항생제 내성을 인류가 당면한 대 공중보건 위협으로 선정했고 코로나 이후 전세계 항생제 사용이 증가함에 따라 항생제 내성 문제가 확대될 것을 우려하여 최근 국제사회에서도 각국의 항생제 내성 ,0
91,머스크의 다이어트제 위고비 여기에도 효과 있다 건강 ,1,지난 월 유럽 심장학회 콘퍼런스에서는 위고비의 주성분인 세마글루타이드가 관절염 알츠하이머 암 코로나 등 훨씬 더 광범위한 질병에 영향을 미쳐 사망률을 전반적으로 낮춘다는 사실이 보고되기도 했다 한 ,0
